,,,,,,,,,,,,,,
"Progress of PNG D, CNG and Pipeline (inch-km) in the Country - March  2025",,,,,,,,,,,,,,
,,,,,,Actual Progress vis-à-vis MWP Targets as on 31.3.2025,,,,,,,,
S.No,GA ID,Geographical Area/ CGD Networks,State/ Union Territory,Authorized CGD Entity,Date of Authorization,PNG Domestic Connections (Nos.),,,CNG Stations (Nos.),,, Pipeline (inch-Km),,
,,,,,, Total MWP Target,Pro-Rata Target,Achievement, Total MWP Target,Pro-Rata Target,Achievement, Total MWP Target,Pro-Rata Target,Achievement
,,"Mahabubnagar, Narayanpet,",,,,,,,,,,,,
,,Wanaparthy and Yadgir districts,,,,,,,,,,,,
245,11.56,South Tripura and Sepahijala district,Tripura,North East Gas Distribution Private Limited,15-Mar-22,96000,19200,0,46,14,3,844,338,0
246,11.57,"Dhalai, North Tripura, Unakoti and",Tripura,North East Gas Distribution Private Limited,15-Mar-22,116000,23200,0,66,20,2,552,221,0
,,Khowai,,,,,,,,,,,,
,,,,,,,,,,,,,,
"Progress of PNG D, CNG and Pipeline (inch-km) in the Country - March  2025",,,,,,,,,,,,,,
,,,,,,Actual Progress vis-à-vis MWP Targets as on 31.3.2025,,,,,,,,
S.No,GA ID,Geographical Area/ CGD Networks,State/ Union Territory,Authorized CGD Entity,Date of Authorization,PNG Domestic Connections (Nos.),,,CNG Stations (Nos.),,, Pipeline (inch-Km),,
,,,,,, Total MWP Target,Pro-Rata Target,Achievement, Total MWP Target,Pro-Rata Target,Achievement, Total MWP Target,Pro-Rata Target,Achievement
247,11.58,Amroha (except area already authorized) & Sambhal (except area already authorized) districts,Uttar Pradesh,Megha City Gas Distribution  Private Limited,04-May-22,657000,114975,0,99,26,7,1440,504,25
248,11.59,Kasganj district,Uttar Pradesh,Megha City Gas Distribution  Private Limited,04-May-22,252000,44100,0,45,12,4,1530,536,0
249,11.6,Purulia and Bankura districts,West Bengal,Bharat Petroleum Corporation,15-Mar-22,555999,111200,19424,27,8,28,1211,484,403
,,,,Limited,,,,,,,,,,
250,11.61,"East Mednipore, West Mednipore and",West Bengal,Indian Oil Corporation Limited,23-03-2022,3734901,280118,0,131,15,6,1500,244,108
,,Jhargram districts,,,(New Start date,,,,,,,,,
,,,,,01.07.2023),,,,,,,,,
251,11.62,Alipurduar and Koch Bihar,West Bengal,Bharat Petroleum Corporation,15-03-2022,251999,37800,19163,19,4,11,706,212,261
,,,,Limited,(New Start date,,,,,,,,,
,,,,,01.10.2022),,,,,,,,,
252,11.63,"Banda, Chitrakoot and Mahoba",Uttar Pradesh,Indraprastha Gas Limited,13-Apr-22,150006,16251,31247,102,27,31,2325,814,952
253,11.64,"Pauri Garhwal, Uttarkashi,",Uttarakhand,Gasonet Services (UK) Limited,27-May-22,351000,38025,1,63,11,2,NA,NA,0
,,Rudraprayag and Tehri Garhwal districts,,,,,,,,,,,,
254,11.65,"Pithoragarh, Champawat, Almora, Chamoli and Bageshwar districts",Uttarakhand,Gasonet Services (UK) Limited,11-May-22,405000,43875,0,72,13,1,NA,NA,0
255,95.01,Faridabad-2,Haryana,Adani Total Gas Limited,25-Apr-23,403853,296524,143912,NA,NA,34,673,NA,5327
256,97.01,Patna District,Bihar,GAIL (India) Limited,07-Mar-18,50154,50154,89426,NA,NA,32,2445,2445,2060
257,97.02,East Singhbhum District,Jharkhand,GAIL (India) Limited,07-Mar-18,24278,24278,56363,NA,NA,14,1282,1282,777
258,97.03,Ranchi District,Jharkhand,GAIL (India) Limited,07-Mar-18,29962,29962,73075,NA,NA,21,1800,1800,1778
259,97.04,Khordha District,Odisha,GAIL (India) Limited,07-Mar-18,26900,26900,74646,NA,NA,20,1513,1513,1285
260,97.05,Cuttack District,Odisha,GAIL (India) Limited,07-Mar-18,28959,28959,35346,NA,NA,13,1416,1416,727
261,97.06,Varanasi District,Uttar Pradesh,GAIL (India) Limited,07-Mar-18,40211,40211,108630,NA,NA,30,1899,1899,2652
262,98.01,Khurja,Uttar Pradesh,Adani Total Gas Limited,04-Dec-12,25100,25100,14676,NA,NA,10,260,260,646
263,98.02,"Surat, Bharuch, Ankleshwar",Gujarat,Gujarat Gas Limited,08-Nov-12,576000,576000,871506,NA,NA,119,4750,4750,7148
264,98.03,Moradabad,Uttar Pradesh,Torrent Gas Limited,30-Nov-12,127000,127000,35531,NA,NA,8,654,654,393
265,98.04,Nadiad,Gujarat,Gujarat Gas Limited,01-Oct-13,129737,129737,78178,NA,NA,32,668,668,687
266,98.05,Navsari,Gujarat,Gujarat Gas Limited,01-Oct-13,115093,115093,126050,NA,NA,27,593,593,625
267,98.06,Rajkot,Gujarat,Gujarat Gas Limited,01-Oct-13,409105,409105,390478,NA,NA,89,2105,2105,4420
268,98.07,Surendranagar,Gujarat,Gujarat Gas Limited,01-Oct-13,112728,112728,33401,NA,NA,28,580,580,662
,,,,,,,,,,,,,,
"Progress of PNG D, CNG and Pipeline (inch-km) in the Country - March  2025",,,,,,,,,,,,,,
,,,,,,Actual Progress vis-à-vis MWP Targets as on 31.3.2025,,,,,,,,
S.No,GA ID,Geographical Area/ CGD Networks,State/ Union Territory,Authorized CGD Entity,Date of Authorization,PNG Domestic Connections (Nos.),,,CNG Stations (Nos.),,, Pipeline (inch-Km),,
,,,,,, Total MWP Target,Pro-Rata Target,Achievement, Total MWP Target,Pro-Rata Target,Achievement, Total MWP Target,Pro-Rata Target,Achievement
269,98.08,Ahmedabad City and Daskroi Area,Gujarat,Adani Total Gas Limited,28-Nov-13,599698,599698,697185,NA,NA,86,3086,3086,2271
270,98.09,Hazira,Gujarat,Gujarat Gas Limited,17-Jul-14,5481,5481,42285,NA,NA,1,44,44,25
271,98.1,Valsad,Gujarat,Gujarat Gas Limited,20-Jan-15,115095,115095,144955,NA,NA,27,802,802,1058
272,98.11,Anand area including Kanjari & Vadtal Villages (in Kheda District),Gujarat,Charotar Gas Sahakari Mandali,12-May-15,NA,NA,51792,NA,NA,14,NA,NA,1717
,,,,Limited,,,,,,,,,,
273,98.12,Bhiwadi (in Alwar District),Rajasthan,Haryana City Gas Distribution (Bhiwadi) Limited,01-Aug-18,27207,24404,5914,NA,NA,5,218,196,429
274,98.13,Gurugram-2,Haryana,Haryana City Gas Distribution,25-Apr-23,317637,233221,56873,NA,NA,46,482,NA,3582
,,,,Limited,,,,,,,,,,
275,99.01,National Capital Territory of Delhi,Delhi,Indraprastha Gas Limited,09-Jan-09,237000,237000,1723294,NA,NA,508,1100,1100,4690
276,99.02,Mumbai & Greater Mumbai,Maharashtra,Mahanagar Gas Limited,21-Jan-09,406000,406000,1396207,NA,NA,152,NA,NA,2073
277,99.03,Bareilly,Uttar Pradesh,Central UP Gas Limited,22-Apr-09,27500,27500,57252,NA,NA,23,356,356,358
278,99.04,Kanpur,Uttar Pradesh,Central UP Gas Limited,22-Apr-09,70035,70035,129086,NA,NA,58,569,569,786
279,99.05,Pune City including Pimpri - Chichwad,Maharashtra,Maharashtra Natural Gas Limited,01-Jun-09,72000,72000,779632,NA,NA,124,1313,1313,2798
,,"& adjoining contigeneous areas  Hinjewadi, Chakan, Talegaon",,,,,,,,,,,,
280,99.06,Vijaywada,Andhra Pradesh,Bhagyanagar Gas Limited,28-Jul-09,97267,97267,59977,NA,NA,33,635,635,461
281,99.07,Thane urban and adjoining Municipalities,Maharashtra,Mahanagar Gas Limited,04-Aug-09,225000,225000,1340826,NA,NA,168,1675,1675,2447
282,99.08,Indore (including Ujjain City),Madhya Pradesh,Aavantika Gas Limited,31-Aug-09,50000,50000,122632,NA,NA,87,530,530,645
283,99.09,Hyderabad  ,Telangana,Bhagyanagar Gas Limited,09-Oct-09,266000,266000,215698,NA,NA,93,4042,4042,1122
284,99.1,Agra  ,Uttar Pradesh,Green Gas Limited,12-Nov-09,22000,22000,118003,NA,NA,31,388,388,651
285,99.11,Gandhinagar Mehsana Sabarkantha  ,Gujarat,Sabarmati Gas Limited,16-Dec-09,99000,99000,302955,NA,NA,136,1913,1913,3122
286,99.12,Gwalior,Madhya Pradesh,Aavantika Gas Limited,04-Jan-10,44000,44000,62534,NA,NA,32,180,180,212
287,99.13,Firozabad  (Taj Trapezium Zone),Uttar Pradesh and Rajasthan,GAIL Gas Limited,26-Sep-11,24000,24000,24563,NA,NA,48,1010,1010,1579
288,99.14,Kolkata Muncipal Corporation and Parts of Adjoining Districts,West Bengal,Bengal Gas Company Limited,02-02-2016,1417959,700000,5297,NA,NA,25,7296,3500,1623
,,,,,(New start date,,,,,,,,,
,,,,,01.01.2022),,,,,,,,,
289,99.15,Upper Assam  ,Assam,Assam Gas Company Limited,06-Feb-15,NA,NA,58420,NA,NA,10,NA,NA,7709
290,99.16,Agartala  ,Tripura,Tripura Natural Gas Company,24-Feb-15,NA,NA,48318,NA,NA,6,NA,NA,38
,,,,Limited,,,,,,,,,,
"Progress of PNG D, CNG and Pipeline (inch-km) in the Country - March  2025",,,,,,,,,,,,,,
,,,,,,Actual Progress vis-à-vis MWP Targets as on 31.3.2025,,,,,,,,
S.No,GA ID,Geographical Area/ CGD Networks,State/ Union Territory,Authorized CGD Entity,Date of Authorization,PNG Domestic Connections (Nos.),,,CNG Stations (Nos.),,, Pipeline (inch-Km),,
,,,,,, Total MWP Target,Pro-Rata Target,Achievement, Total MWP Target,Pro-Rata Target,Achievement, Total MWP Target,Pro-Rata Target,Achievement
291,99.17,Lucknow  ,Uttar Pradesh,Green Gas Limited,15-Mar-16,494186,494186,132564,NA,NA,47,2543,2543,796
292,99.18,Vadodara,Gujarat,Vadodara Gas  Limited,27-Oct-16,448495,448495,271620,NA,NA,46,643,643,524
293,99.19,Ghaziabad & Hapur Districts,Uttar Pradesh,Indraprastha Gas Limited,06-Sep-19,324792,272365,386025,NA,NA,79,1920,1920,3303
294,99.2,Noida (including Greater Noida),Uttar Pradesh,Indraprastha Gas Limited,25-Apr-23,499144,366491,406322,NA,NA,75,664,NA,9896
295,11A.01,"Lakhimpur Kheri, Sitapur, Bahraich,",Uttar Pradesh,Bharat Petroleum Corporation,08-Jun-22,5069648,549212,28339,421,111,60,5060,1771,817
,,"Shrawasti, Balrampur, Siddharth Nagar & Maharajganj districts",,Limited,,,,,,,,,,
296,11A.02,"Banka (Bihar), Dumka, Godda, Jamtara, Pakur & Sahibganj districts",Bihar & Jharkhand,Hindustan Petroleum Corporation Limited,14-Jun-22,1476189,159920,635,99,26,19,2007,702,1020
297,11A.03,"Birbhum, Murshidabad, Maldah & Dakshin Dinajpur districts",West Bengal,Hindustan Petroleum Corporation Limited,17-Jun-22,6210189,672770,2025,162,43,16,1845,646,1070
298,11A.04,"Koriya,  Surajpur, Balrampur and Surguja districts",Chhattisgarh,Bharat Petroleum Corporation,14-Jun-22,259496,28112,11002,54,14,14,1335,467,574
,,,,Limited,,,,,,,,,,
299,11A.05,"Kondagaon, Bastar, Sukma,",Chhattisgarh,GAIL Gas Limited,13-Jun-22,70031,7587,0,32,8,1,511,179,0
,,"Narayanpur, Bijapur and Dantewada districts",,,,,,,,,,,,
300,11A.06,Yanam,Puducherry,HCG Yanam Private Limited,08-Aug-22,51000,7650,0,51,11,8,133,40,64
301,12A,Mizoram State,Mizoram,Tripura Natural Gas Company,19-Apr-24,291562,0,0,75,0,0,1002,38,0
,,,,Limited,,,,,,,,,,
302,12.01,Arunachal Pradesh State,Arunachal Pradesh,Consortium of BPCL & OIL India Ltd,19-Apr-24,19000,0,0,26,0,0,150,6,0
303,12.02,Meghalaya State,Meghalaya,Consortium of HCG (KCE) Private Limited & Others,19-Apr-24,356000,0,0,314,0,0,2105,79,0
304,12.03,Manipur State,Manipur,Tripura Natural Gas Company,22-Apr-24,100439,0,0,39,0,0,180,7,0
,,,,Limited,,,,,,,,,,
305,12.04,Nagaland State,Nagaland,HPOIL Gas Private Limited,19-Apr-24,356589,0,0,63,0,0,189,7,0
306,12.05,Sikkim State,Sikkim,Hindustan Petroleum Corporation Limited,19-Apr-24,177399,0,0,45,0,0,657,25,0
307,12.06,"Anantnag, Bandipora, Baramulla,","Jammu & Kashmir, Ladakh",Bharat Petroleum Corporation,19-Apr-24,30804,0,0,23,0,0,360,14,0
,,"Budgam, Doda, Ganderbal, Kargil,",,Limited,,,,,,,,,,
,,"Kishtwar, Kulgam, Kupwara, Leh,",,,,,,,,,,,,
,,"Poonch, Pulwama, Rajouri, Ramban, Shopian, Shrinagar",,,,,,,,,,,,
Total of  CGD Network Authorized By PNGRB,,,,,,"12,63,55,818","3,00,06,455","1,48,32,087","18,336","4,877","7,996","5,46,867","3,54,732","2,84,358"
,,,,,,,,,,,,,,
Note: The above achievement progress is as reported by the entities.,,,,,,,,,,,,,,
